2015-01-02 22:49:35.829651|RecentDocs|RootMRU|16|RecycleTestDocument.rtf
2015-01-02 22:49:35.829651|RecentDocs|RootMRU|17|Documents
2015-01-02 22:49:35.829651|RecentDocs|RootMRU|0|System and Security
2015-01-02 22:49:35.829651|RecentDocs|RootMRU|14|Files
2015-01-02 22:49:35.829651|RecentDocs|RootMRU|15|suspicious.ad1
2015-01-02 22:49:35.829651|RecentDocs|RootMRU|13|WebCacheV01.zip
2015-01-02 22:49:35.829651|RecentDocs|RootMRU|2|Downloads
